country,coffee_type,year_raw,value,year
Kenya,Arabica,2003/04,3000000,2003
Lao People's Democratic Republic,Robusta,2003/04,6180000,2003
Liberia,Robusta,2003/04,300000,2003
Mexico,Arabica/Robusta,2003/04,90000000,2003
Nepal,Arabica,2003/04,0,2003
Nicaragua,Arabica,2003/04,10914900,2003
Nigeria,Robusta,2003/04,2400000,2003
Panama,Arabica,2003/04,4020000,2003
Sierra Leone,Robusta,2003/04,300000,2003
Sri Lanka,Robusta/Arabica,2003/04,1800000,2003
Thailand,Robusta/Arabica,2003/04,30000000,2003
Togo,Robusta,2003/04,120000,2003
Trinidad & Tobago,Robusta,2003/04,840000,2003
Uganda,Robusta/Arabica,2003/04,7860000,2003
Venezuela,Arabica,2003/04,80440800,2003
Viet Nam,Robusta/Arabica,2003/04,36410760,2003
Yemen,Arabica,2003/04,8760000,2003
Angola,Robusta/Arabica,2004/05,900000,2004
Bolivia (Plurinational State of),Arabica,2004/05,2700000,2004
Brazil,Arabica/Robusta,2004/05,896760000,2004
Burundi,Arabica/Robusta,2004/05,120000,2004
Ecuador,Arabica/Robusta,2004/05,9000000,2004
Indonesia,Robusta/Arabica,2004/05,120000000,2004
Madagascar,Robusta,2004/05,28020000,2004
Malawi,Arabica,2004/05,60000,2004
Papua New Guinea,Arabica/Robusta,2004/05,120000,2004
Paraguay,Arabica,2004/05,1200000,2004
Peru,Arabica,2004/05,13200000,2004
Rwanda,Arabica,2004/05,60000,2004
Timor-Leste,Arabica,2004/05,0,2004
Zimbabwe,Arabica,2004/05,240000,2004
Congo,Robusta,2004/05,180000,2004
Cuba,Arabica,2004/05,13440000,2004
Dominican Republic,Arabica/Robusta,2004/05,22679880,2004
Haiti,Arabica,2004/05,20400000,2004
Philippines,Robusta/Arabica,2004/05,61200000,2004
Tanzania,Arabica/Robusta,2004/05,2220000,2004
Zambia,Arabica,2004/05,36000,2004
Cameroon,Robusta/Arabica,2004/05,4140000,2004
Central African Republic,Robusta,2004/05,180000,2004
Colombia,Arabica,2004/05,73380000,2004
Costa Rica,Arabica,2004/05,22500000,2004
Côte d'Ivoire,Robusta,2004/05,19000020,2004
Democratic Republic of Congo,Robusta/Arabica,2004/05,12000000,2004
El Salvador,Arabica,2004/05,10350000,2004
Equatorial Guinea,Robusta,2004/05,0,2004
Ethiopia,Arabica,2004/05,148680000,2004
Gabon,Robusta,2004/05,18000,2004
Ghana,Robusta,2004/05,95400,2004
Guatemala,Arabica/Robusta,2004/05,18000000,2004
Guinea,Robusta,2004/05,3000000,2004
Guyana,Robusta,2004/05,330000,2004
Honduras,Arabica,2004/05,13800000,2004
India,Robusta/Arabica,2004/05,72120000,2004
Jamaica,Arabica,2004/05,540000,2004
Kenya,Arabica,2004/05,3000000,2004
Lao People's Democratic Republic,Robusta,2004/05,8100000,2004
Liberia,Robusta,2004/05,300000,2004
Mexico,Arabica/Robusta,2004/05,90000000,2004
Nepal,Arabica,2004/05,0,2004
Nicaragua,Arabica,2004/05,11056680,2004
Nigeria,Robusta,2004/05,2400000,2004
Panama,Arabica,2004/05,4020000,2004
Sierra Leone,Robusta,2004/05,300000,2004
Sri Lanka,Robusta/Arabica,2004/05,1800000,2004
Thailand,Robusta/Arabica,2004/05,30000000,2004
Togo,Robusta,2004/05,120000,2004
Trinidad & Tobago,Robusta,2004/05,840000,2004
Uganda,Robusta/Arabica,2004/05,8400000,2004
Venezuela,Arabica,2004/05,83843400,2004
Viet Nam,Robusta/Arabica,2004/05,41781360,2004
Yemen,Arabica,2004/05,8160000,2004
Angola,Robusta/Arabica,2005/06,900000,2005
Bolivia (Plurinational State of),Arabica,2005/06,2460000,2005
Brazil,Arabica/Robusta,2005/06,932280000,2005
Burundi,Arabica/Robusta,2005/06,114360,2005
Ecuador,Arabica/Robusta,2005/06,9000000,2005
Indonesia,Robusta/Arabica,2005/06,150000000,2005
Madagascar,Robusta,2005/06,28020000,2005
Malawi,Arabica,2005/06,60000,2005
Papua New Guinea,Arabica/Robusta,2005/06,120000,2005
Paraguay,Arabica,2005/06,1200000,2005
Peru,Arabica,2005/06,13200000,2005
Rwanda,Arabica,2005/06,60000,2005
Timor-Leste,Arabica,2005/06,0,2005
Zimbabwe,Arabica,2005/06,240000,2005
Congo,Robusta,2005/06,180000,2005
Cuba,Arabica,2005/06,13440000,2005
Dominican Republic,Arabica/Robusta,2005/06,22679880,2005
Haiti,Arabica,2005/06,20400000,2005
Philippines,Robusta/Arabica,2005/06,62400000,2005
Tanzania,Arabica/Robusta,2005/06,2820000,2005
Zambia,Arabica,2005/06,36000,2005
Cameroon,Robusta/Arabica,2005/06,4140000,2005
Central African Republic,Robusta,2005/06,180000,2005
Colombia,Arabica,2005/06,72540000,2005
Costa Rica,Arabica,2005/06,22500000,2005
Côte d'Ivoire,Robusta,2005/06,19000020,2005
Democratic Republic of Congo,Robusta/Arabica,2005/06,12000000,2005
El Salvador,Arabica,2005/06,13446000,2005
Equatorial Guinea,Robusta,2005/06,0,2005
Ethiopia,Arabica,2005/06,156540000,2005
Gabon,Robusta,2005/06,18000,2005
Ghana,Robusta,2005/06,95400,2005
Guatemala,Arabica/Robusta,2005/06,18000000,2005
Guinea,Robusta,2005/06,3000000,2005
Guyana,Robusta,2005/06,336000,2005
Honduras,Arabica,2005/06,13800000,2005
India,Robusta/Arabica,2005/06,74280000,2005
Jamaica,Arabica,2005/06,540000,2005
Kenya,Arabica,2005/06,3000000,2005
Lao People's Democratic Republic,Robusta,2005/06,8400000,2005
Liberia,Robusta,2005/06,300000,2005
Mexico,Arabica/Robusta,2005/06,103500000,2005
Nepal,Arabica,2005/06,0,2005
Nicaragua,Arabica,2005/06,11203140,2005
Nigeria,Robusta,2005/06,2400000,2005
Panama,Arabica,2005/06,4020000,2005
Sierra Leone,Robusta,2005/06,300000,2005
Sri Lanka,Robusta/Arabica,2005/06,1800000,2005
Thailand,Robusta/Arabica,2005/06,30000000,2005
Togo,Robusta,2005/06,120000,2005
Trinidad & Tobago,Robusta,2005/06,840000,2005
Uganda,Robusta/Arabica,2005/06,9000000,2005
Venezuela,Arabica,2005/06,87390000,2005
Viet Nam,Robusta/Arabica,2005/06,48000000,2005
Yemen,Arabica,2005/06,8280000,2005
Angola,Robusta/Arabica,2006/07,1800000,2006
Bolivia (Plurinational State of),Arabica,2006/07,2520000,2006
Brazil,Arabica/Robusta,2006/07,979860000,2006
Burundi,Arabica/Robusta,2006/07,93600,2006
Ecuador,Arabica/Robusta,2006/07,9000000,2006
Indonesia,Robusta/Arabica,2006/07,169980000,2006
Madagascar,Robusta,2006/07,28020000,2006
Malawi,Arabica,2006/07,60000,2006
Papua New Guinea,Arabica/Robusta,2006/07,120000,2006
Paraguay,Arabica,2006/07,1200000,2006
Peru,Arabica,2006/07,13200000,2006
Rwanda,Arabica,2006/07,60000,2006
Timor-Leste,Arabica,2006/07,0,2006
Zimbabwe,Arabica,2006/07,240000,2006
Congo,Robusta,2006/07,180000,2006
Cuba,Arabica,2006/07,13440000,2006
Dominican Republic,Arabica/Robusta,2006/07,22679880,2006
Haiti,Arabica,2006/07,20400000,2006
Philippines,Robusta/Arabica,2006/07,63600000,2006
Tanzania,Arabica/Robusta,2006/07,2820000,2006
Zambia,Arabica,2006/07,36000,2006
Cameroon,Robusta/Arabica,2006/07,4140000,2006
Central African Republic,Robusta,2006/07,180000,2006
Colombia,Arabica,2006/07,71677980,2006
Costa Rica,Arabica,2006/07,22500000,2006
Côte d'Ivoire,Robusta,2006/07,19000020,2006
Democratic Republic of Congo,Robusta/Arabica,2006/07,12000000,2006
El Salvador,Arabica,2006/07,15228000,2006
Equatorial Guinea,Robusta,2006/07,0,2006
Ethiopia,Arabica,2006/07,164880000,2006
Gabon,Robusta,2006/07,18000,2006
Ghana,Robusta,2006/07,60000,2006
Guatemala,Arabica/Robusta,2006/07,18000000,2006
Guinea,Robusta,2006/07,3000000,2006
Guyana,Robusta,2006/07,343020,2006
Honduras,Arabica,2006/07,13800000,2006
India,Robusta/Arabica,2006/07,76500000,2006
Jamaica,Arabica,2006/07,540000,2006
Kenya,Arabica,2006/07,3000000,2006
Lao People's Democratic Republic,Robusta,2006/07,8400000,2006
Liberia,Robusta,2006/07,300000,2006
Mexico,Arabica/Robusta,2006/07,120000000,2006
Nepal,Arabica,2006/07,0,2006
Nicaragua,Arabica,2006/07,11351100,2006
Nigeria,Robusta,2006/07,2400000,2006
Panama,Arabica,2006/07,4020000,2006
Sierra Leone,Robusta,2006/07,300000,2006
Sri Lanka,Robusta/Arabica,2006/07,1800000,2006
Thailand,Robusta/Arabica,2006/07,30000000,2006
Togo,Robusta,2006/07,120000,2006
Trinidad & Tobago,Robusta,2006/07,660000,2006
Uganda,Robusta/Arabica,2006/07,10500000,2006
Venezuela,Arabica,2006/07,91086600,2006
Viet Nam,Robusta/Arabica,2006/07,55020000,2006
Yemen,Arabica,2006/07,8280000,2006
Angola,Robusta/Arabica,2007/08,1800000,2007
Bolivia (Plurinational State of),Arabica,2007/08,2610000,2007
Brazil,Arabica/Robusta,2007/08,1026600000,2007
Burundi,Arabica/Robusta,2007/08,81420,2007
Ecuador,Arabica/Robusta,2007/08,9000000,2007
Indonesia,Robusta/Arabica,2007/08,199980000,2007
Madagascar,Robusta,2007/08,28020000,2007
Malawi,Arabica,2007/08,60000,2007
Papua New Guinea,Arabica/Robusta,2007/08,120000,2007
Paraguay,Arabica,2007/08,1200000,2007
Peru,Arabica,2007/08,13200000,2007
Rwanda,Arabica,2007/08,60000,2007
Timor-Leste,Arabica,2007/08,0,2007
Zimbabwe,Arabica,2007/08,240000,2007
Congo,Robusta,2007/08,180000,2007
Cuba,Arabica,2007/08,13440000,2007
Dominican Republic,Arabica/Robusta,2007/08,22680000,2007
Haiti,Arabica,2007/08,20400000,2007
Philippines,Robusta/Arabica,2007/08,63600000,2007
Tanzania,Arabica/Robusta,2007/08,2820000,2007
Zambia,Arabica,2007/08,60000,2007
Cameroon,Robusta/Arabica,2007/08,4140000,2007
Central African Republic,Robusta,2007/08,199980,2007
Colombia,Arabica,2007/08,76855380,2007
Costa Rica,Arabica,2007/08,22500000,2007
Côte d'Ivoire,Robusta,2007/08,19020000,2007
Democratic Republic of Congo,Robusta/Arabica,2007/08,12000000,2007
El Salvador,Arabica,2007/08,15030000,2007
Equatorial Guinea,Robusta,2007/08,0,2007
Ethiopia,Arabica,2007/08,173640000,2007
Gabon,Robusta,2007/08,18000,2007
Ghana,Robusta,2007/08,120000,2007
Guatemala,Arabica/Robusta,2007/08,18000000,2007
Guinea,Robusta,2007/08,3000000,2007
Guyana,Robusta,2007/08,420000,2007
Honduras,Arabica,2007/08,14700000,2007
India,Robusta/Arabica,2007/08,81000000,2007
Jamaica,Arabica,2007/08,540000,2007
Kenya,Arabica,2007/08,3000000,2007
Lao People's Democratic Republic,Robusta,2007/08,8400000,2007
Liberia,Robusta,2007/08,300000,2007
Mexico,Arabica/Robusta,2007/08,132000000,2007
Nepal,Arabica,2007/08,0,2007
Nicaragua,Arabica,2007/08,11498700,2007
Nigeria,Robusta,2007/08,2400000,2007
Panama,Arabica,2007/08,4020000,2007
Sierra Leone,Robusta,2007/08,300000,2007
Sri Lanka,Robusta/Arabica,2007/08,1800000,2007
Thailand,Robusta/Arabica,2007/08,33000000,2007
Togo,Robusta,2007/08,120000,2007
Trinidad & Tobago,Robusta,2007/08,660000,2007
Uganda,Robusta/Arabica,2007/08,10815000,2007
Venezuela,Arabica,2007/08,94939800,2007
Viet Nam,Robusta/Arabica,2007/08,56280000,2007
Yemen,Arabica,2007/08,7800000,2007
Angola,Robusta/Arabica,2008/09,1800000,2008
Bolivia (Plurinational State of),Arabica,2008/09,2700000,2008
Brazil,Arabica/Robusta,2008/09,1059600000,2008
Burundi,Arabica/Robusta,2008/09,86100,2008
Ecuador,Arabica/Robusta,2008/09,9000000,2008
Indonesia,Robusta/Arabica,2008/09,199980000,2008
Madagascar,Robusta,2008/09,28020000,2008
Malawi,Arabica,2008/09,60000,2008
Papua New Guinea,Arabica/Robusta,2008/09,120000,2008
Paraguay,Arabica,2008/09,1200000,2008
Peru,Arabica,2008/09,15000000,2008
Rwanda,Arabica,2008/09,60000,2008
Timor-Leste,Arabica,2008/09,0,2008
Zimbabwe,Arabica,2008/09,240000,2008
Congo,Robusta,2008/09,180000,2008
Cuba,Arabica,2008/09,13200000,2008
Dominican Republic,Arabica/Robusta,2008/09,22680000,2008
Haiti,Arabica,2008/09,20400000,2008
Philippines,Robusta/Arabica,2008/09,103200000,2008
Tanzania,Arabica/Robusta,2008/09,2820000,2008
Zambia,Arabica,2008/09,60000,2008
Cameroon,Robusta/Arabica,2008/09,4140000,2008
Central African Republic,Robusta,2008/09,300000,2008
Colombia,Arabica,2008/09,77430000,2008
Costa Rica,Arabica,2008/09,16071540,2008
Côte d'Ivoire,Robusta,2008/09,19020000,2008
Democratic Republic of Congo,Robusta/Arabica,2008/09,12000000,2008
El Salvador,Arabica,2008/09,14658000,2008
Equatorial Guinea,Robusta,2008/09,0,2008
Ethiopia,Arabica,2008/09,182880000,2008
Gabon,Robusta,2008/09,16500,2008
Ghana,Robusta,2008/09,120000,2008
Guatemala,Arabica/Robusta,2008/09,20100000,2008
Guinea,Robusta,2008/09,3000000,2008
Guyana,Robusta,2008/09,508020,2008
Honduras,Arabica,2008/09,16099980,2008
India,Robusta/Arabica,2008/09,76500000,2008
Jamaica,Arabica,2008/09,540000,2008
Kenya,Arabica,2008/09,3000000,2008
Lao People's Democratic Republic,Robusta,2008/09,9000000,2008
Liberia,Robusta,2008/09,300000,2008
Mexico,Arabica/Robusta,2008/09,132000000,2008
Nepal,Arabica,2008/09,0,2008
Nicaragua,Arabica,2008/09,11648820,2008
Nigeria,Robusta,2008/09,2400000,2008
Panama,Arabica,2008/09,4020000,2008
Sierra Leone,Robusta,2008/09,300000,2008
Sri Lanka,Robusta/Arabica,2008/09,1800000,2008
Thailand,Robusta/Arabica,2008/09,36000000,2008
Togo,Robusta,2008/09,120000,2008
Trinidad & Tobago,Robusta,2008/09,660000,2008
Uganda,Robusta/Arabica,2008/09,11100000,2008
Venezuela,Arabica,2008/09,98955600,2008
Viet Nam,Robusta/Arabica,2008/09,61260000,2008
Yemen,Arabica,2008/09,7800000,2008
Angola,Robusta/Arabica,2009/10,1800000,2009
Bolivia (Plurinational State of),Arabica,2009/10,2760000,2009
Brazil,Arabica/Robusta,2009/10,1103400000,2009
Burundi,Arabica/Robusta,2009/10,83940,2009
Ecuador,Arabica/Robusta,2009/10,9000000,2009
Indonesia,Robusta/Arabica,2009/10,199980000,2009
Madagascar,Robusta,2009/10,28020000,2009
Malawi,Arabica,2009/10,60000,2009
Papua New Guinea,Arabica/Robusta,2009/10,120000,2009
Paraguay,Arabica,2009/10,1200000,2009
Peru,Arabica,2009/10,15000000,2009
Rwanda,Arabica,2009/10,60000,2009
Timor-Leste,Arabica,2009/10,0,2009
Zimbabwe,Arabica,2009/10,240000,2009
Congo,Robusta,2009/10,180000,2009
Cuba,Arabica,2009/10,13200000,2009
Dominican Republic,Arabica/Robusta,2009/10,22680000,2009
Haiti,Arabica,2009/10,20400000,2009
Philippines,Robusta/Arabica,2009/10,109200000,2009
Tanzania,Arabica/Robusta,2009/10,2820000,2009
Zambia,Arabica,2009/10,0,2009
Cameroon,Robusta/Arabica,2009/10,4140000,2009
Central African Republic,Robusta,2009/10,499980,2009
Colombia,Arabica,2009/10,76468740,2009
Costa Rica,Arabica,2009/10,17726460,2009
Côte d'Ivoire,Robusta,2009/10,19020000,2009
Democratic Republic of Congo,Robusta/Arabica,2009/10,12000000,2009
El Salvador,Arabica,2009/10,16098000,2009
Equatorial Guinea,Robusta,2009/10,0,2009
Ethiopia,Arabica,2009/10,186540000,2009
Gabon,Robusta,2009/10,15000,2009
Ghana,Robusta,2009/10,120000,2009
Guatemala,Arabica/Robusta,2009/10,19200000,2009
Guinea,Robusta,2009/10,3000000,2009
Guyana,Robusta,2009/10,493980,2009
Honduras,Arabica,2009/10,18400020,2009
India,Robusta/Arabica,2009/10,79500000,2009
Jamaica,Arabica,2009/10,540000,2009
Kenya,Arabica,2009/10,3000000,2009
Lao People's Democratic Republic,Robusta,2009/10,9000000,2009
Liberia,Robusta,2009/10,300000,2009
Mexico,Arabica/Robusta,2009/10,132000000,2009
Nepal,Arabica,2009/10,0,2009
Nicaragua,Arabica,2009/10,11797320,2009
Nigeria,Robusta,2009/10,2400000,2009
Panama,Arabica,2009/10,4020000,2009
Sierra Leone,Robusta,2009/10,300000,2009
Sri Lanka,Robusta/Arabica,2009/10,1800000,2009
Thailand,Robusta/Arabica,2009/10,42000000,2009
Togo,Robusta,2009/10,120000,2009
Trinidad & Tobago,Robusta,2009/10,660000,2009
Uganda,Robusta/Arabica,2009/10,11322000,2009
Venezuela,Arabica,2009/10,99000000,2009
Viet Nam,Robusta/Arabica,2009/10,72480000,2009
Yemen,Arabica,2009/10,7800000,2009
Angola,Robusta/Arabica,2010/11,1800000,2010
Bolivia (Plurinational State of),Arabica,2010/11,2850000,2010
Brazil,Arabica/Robusta,2010/11,1147920000,2010
Burundi,Arabica/Robusta,2010/11,120000,2010
Ecuador,Arabica/Robusta,2010/11,9000000,2010
Indonesia,Robusta/Arabica,2010/11,199980000,2010
Madagascar,Robusta,2010/11,28020000,2010
Malawi,Arabica,2010/11,60000,2010
Papua New Guinea,Arabica/Robusta,2010/11,85800,2010
Paraguay,Arabica,2010/11,1200000,2010
Peru,Arabica,2010/11,15000000,2010
Rwanda,Arabica,2010/11,60000,2010
Timor-Leste,Arabica,2010/11,29400,2010
Zimbabwe,Arabica,2010/11,240000,2010
Congo,Robusta,2010/11,180000,2010
Cuba,Arabica,2010/11,13200000,2010
Dominican Republic,Arabica/Robusta,2010/11,22680000,2010
Haiti,Arabica,2010/11,20400000,2010
Philippines,Robusta/Arabica,2010/11,127500000,2010
Tanzania,Arabica/Robusta,2010/11,2820000,2010
Zambia,Arabica,2010/11,0,2010
Cameroon,Robusta/Arabica,2010/11,4099980,2010
Central African Republic,Robusta,2010/11,600000,2010
Colombia,Arabica,2010/11,78661440,2010
Costa Rica,Arabica,2010/11,24433260,2010
Côte d'Ivoire,Robusta,2010/11,19020000,2010
Democratic Republic of Congo,Robusta/Arabica,2010/11,12000000,2010
El Salvador,Arabica,2010/11,16560000,2010
Equatorial Guinea,Robusta,2010/11,0,2010
Ethiopia,Arabica,2010/11,190260000,2010
Gabon,Robusta,2010/11,56820,2010
Ghana,Robusta,2010/11,120000,2010
Guatemala,Arabica/Robusta,2010/11,20400000,2010
Guinea,Robusta,2010/11,3000000,2010
Guyana,Robusta,2010/11,510000,2010
Honduras,Arabica,2010/11,20100000,2010
India,Robusta/Arabica,2010/11,79500000,2010
Jamaica,Arabica,2010/11,540000,2010
Kenya,Arabica,2010/11,3000000,2010
Lao People's Democratic Republic,Robusta,2010/11,9000000,2010
Liberia,Robusta,2010/11,300000,2010
Mexico,Arabica/Robusta,2010/11,141240000,2010
Nepal,Arabica,2010/11,0,2010
Nicaragua,Arabica,2010/11,12164700,2010
Nigeria,Robusta,2010/11,2400000,2010
Panama,Arabica,2010/11,4020000,2010
Sierra Leone,Robusta,2010/11,300000,2010
Sri Lanka,Robusta/Arabica,2010/11,2100000,2010
Thailand,Robusta/Arabica,2010/11,46500000,2010
Togo,Robusta,2010/11,120000,2010
Trinidad & Tobago,Robusta,2010/11,600000,2010
Uganda,Robusta/Arabica,2010/11,12240000,2010
Venezuela,Arabica,2010/11,99000000,2010
Viet Nam,Robusta/Arabica,2010/11,94980000,2010
Yemen,Arabica,2010/11,7800000,2010
Angola,Robusta/Arabica,2011/12,1800000,2011
Bolivia (Plurinational State of),Arabica,2011/12,2940000,2011
Brazil,Arabica/Robusta,2011/12,1183200000,2011
Burundi,Arabica/Robusta,2011/12,120000,2011
Ecuador,Arabica/Robusta,2011/12,9000000,2011
Indonesia,Robusta/Arabica,2011/12,220020000,2011
Madagascar,Robusta,2011/12,27000000,2011
Malawi,Arabica,2011/12,60000,2011
Papua New Guinea,Arabica/Robusta,2011/12,74160,2011
Paraguay,Arabica,2011/12,1200000,2011
Peru,Arabica,2011/12,15000000,2011
Rwanda,Arabica,2011/12,60000,2011
Timor-Leste,Arabica,2011/12,29400,2011
Zimbabwe,Arabica,2011/12,240000,2011
Congo,Robusta,2011/12,180000,2011
Cuba,Arabica,2011/12,13200000,2011
Dominican Republic,Arabica/Robusta,2011/12,22680000,2011
Haiti,Arabica,2011/12,20400000,2011
Philippines,Robusta/Arabica,2011/12,130500000,2011
Tanzania,Arabica/Robusta,2011/12,3537000,2011
Zambia,Arabica,2011/12,0,2011
Cameroon,Robusta/Arabica,2011/12,4201020,2011
Central African Republic,Robusta,2011/12,799980,2011
Colombia,Arabica,2011/12,86103900,2011
Costa Rica,Arabica,2011/12,22853280,2011
Côte d'Ivoire,Robusta,2011/12,19020000,2011
Democratic Republic of Congo,Robusta/Arabica,2011/12,12000000,2011
El Salvador,Arabica,2011/12,16404000,2011
Equatorial Guinea,Robusta,2011/12,0,2011
Ethiopia,Arabica,2011/12,194100000,2011
Gabon,Robusta,2011/12,61920,2011
Ghana,Robusta,2011/12,120000,2011
Guatemala,Arabica/Robusta,2011/12,21000000,2011
Guinea,Robusta,2011/12,3000000,2011
Guyana,Robusta,2011/12,516000,2011
Honduras,Arabica,2011/12,20400000,2011
India,Robusta/Arabica,2011/12,79500000,2011
Jamaica,Arabica,2011/12,540000,2011
Kenya,Arabica,2011/12,3000000,2011
Lao People's Democratic Republic,Robusta,2011/12,9000000,2011
Liberia,Robusta,2011/12,300000,2011
Mexico,Arabica/Robusta,2011/12,141240000,2011
Nepal,Arabica,2011/12,0,2011
Nicaragua,Arabica,2011/12,12315660,2011
Nigeria,Robusta,2011/12,2400000,2011
Panama,Arabica,2011/12,4020000,2011
Sierra Leone,Robusta,2011/12,300000,2011
Sri Lanka,Robusta/Arabica,2011/12,2100000,2011
Thailand,Robusta/Arabica,2011/12,66000000,2011
Togo,Robusta,2011/12,12600,2011
Trinidad & Tobago,Robusta,2011/12,600000,2011
Uganda,Robusta/Arabica,2011/12,12600000,2011
Venezuela,Arabica,2011/12,99000000,2011
Viet Nam,Robusta/Arabica,2011/12,99000000,2011
Yemen,Arabica,2011/12,7800000,2011
Angola,Robusta/Arabica,2012/13,1800000,2012
Bolivia (Plurinational State of),Arabica,2012/13,3030000,2012
Brazil,Arabica/Robusta,2012/13,1219800000,2012
Burundi,Arabica/Robusta,2012/13,120000,2012
Ecuador,Arabica/Robusta,2012/13,9000000,2012
Indonesia,Robusta/Arabica,2012/13,234000000,2012
Madagascar,Robusta,2012/13,25800000,2012
Malawi,Arabica,2012/13,60000,2012
Papua New Guinea,Arabica/Robusta,2012/13,102660,2012
Paraguay,Arabica,2012/13,1200000,2012
Peru,Arabica,2012/13,15000000,2012
Rwanda,Arabica,2012/13,60000,2012
Timor-Leste,Arabica,2012/13,29400,2012
Zimbabwe,Arabica,2012/13,240000,2012
Congo,Robusta,2012/13,180000,2012
Cuba,Arabica,2012/13,13200000,2012
Dominican Republic,Arabica/Robusta,2012/13,22680000,2012
Haiti,Arabica,2012/13,20400000,2012
Philippines,Robusta/Arabica,2012/13,139500000,2012
Tanzania,Arabica/Robusta,2012/13,4302000,2012
Zambia,Arabica,2012/13,0,2012
Cameroon,Robusta/Arabica,2012/13,4303980,2012
Central African Republic,Robusta,2012/13,1000020,2012
Colombia,Arabica,2012/13,90854520,2012
Costa Rica,Arabica,2012/13,25385820,2012
Côte d'Ivoire,Robusta,2012/13,19020000,2012
Democratic Republic of Congo,Robusta/Arabica,2012/13,12000000,2012
El Salvador,Arabica,2012/13,16596000,2012
Equatorial Guinea,Robusta,2012/13,0,2012
Ethiopia,Arabica,2012/13,197940000,2012
Gabon,Robusta,2012/13,58020,2012
Ghana,Robusta,2012/13,120000,2012
Guatemala,Arabica/Robusta,2012/13,21600000,2012
Guinea,Robusta,2012/13,3000000,2012
Guyana,Robusta,2012/13,522000,2012
Honduras,Arabica,2012/13,20700000,2012
India,Robusta/Arabica,2012/13,82500000,2012
Jamaica,Arabica,2012/13,540000,2012
Kenya,Arabica,2012/13,3000000,2012
Lao People's Democratic Republic,Robusta,2012/13,9000000,2012
Liberia,Robusta,2012/13,300000,2012
Mexico,Arabica/Robusta,2012/13,141240000,2012
Nepal,Arabica,2012/13,0,2012
Nicaragua,Arabica,2012/13,12471840,2012
Nigeria,Robusta,2012/13,2400000,2012
Panama,Arabica,2012/13,4020000,2012
Sierra Leone,Robusta,2012/13,300000,2012
Sri Lanka,Robusta/Arabica,2012/13,2100000,2012
Thailand,Robusta/Arabica,2012/13,67800000,2012
Togo,Robusta,2012/13,14520,2012
Trinidad & Tobago,Robusta,2012/13,600000,2012
Uganda,Robusta/Arabica,2012/13,12960000,2012
Venezuela,Arabica,2012/13,99000000,2012
Viet Nam,Robusta/Arabica,2012/13,109500000,2012
Yemen,Arabica,2012/13,7800000,2012
Angola,Robusta/Arabica,2013/14,1800000,2013
Bolivia (Plurinational State of),Arabica,2013/14,3120000,2013
Brazil,Arabica/Robusta,2013/14,1205100000,2013
Burundi,Arabica/Robusta,2013/14,120000,2013
Ecuador,Arabica/Robusta,2013/14,9300000,2013
Indonesia,Robusta/Arabica,2013/14,255000000,2013
Madagascar,Robusta,2013/14,24600000,2013
Malawi,Arabica,2013/14,60000,2013
Papua New Guinea,Arabica/Robusta,2013/14,122340,2013
Paraguay,Arabica,2013/14,1200000,2013
Peru,Arabica,2013/14,15000000,2013
Rwanda,Arabica,2013/14,60000,2013
Timor-Leste,Arabica,2013/14,29400,2013
Zimbabwe,Arabica,2013/14,240000,2013
Congo,Robusta,2013/14,180000,2013
Cuba,Arabica,2013/14,13200000,2013
Dominican Republic,Arabica/Robusta,2013/14,22999980,2013
Haiti,Arabica,2013/14,20400000,2013
Philippines,Robusta/Arabica,2013/14,153000000,2013
Tanzania,Arabica/Robusta,2013/14,4408020,2013
Zambia,Arabica,2013/14,0,2013
Cameroon,Robusta/Arabica,2013/14,4408980,2013
Central African Republic,Robusta,2013/14,1200000,2013
Colombia,Arabica,2013/14,97021200,2013
Costa Rica,Arabica,2013/14,20103600,2013
Côte d'Ivoire,Robusta,2013/14,19020000,2013
Democratic Republic of Congo,Robusta/Arabica,2013/14,12000000,2013
El Salvador,Arabica,2013/14,16500000,2013
Equatorial Guinea,Robusta,2013/14,0,2013
Ethiopia,Arabica,2013/14,201900000,2013
Gabon,Robusta,2013/14,34980,2013
Ghana,Robusta,2013/14,120000,2013
Guatemala,Arabica/Robusta,2013/14,22200000,2013
Guinea,Robusta,2013/14,3000000,2013
Guyana,Robusta,2013/14,528000,2013
Honduras,Arabica,2013/14,21000000,2013
India,Robusta/Arabica,2013/14,84000000,2013
Jamaica,Arabica,2013/14,540000,2013
Kenya,Arabica,2013/14,3300000,2013
Lao People's Democratic Republic,Robusta,2013/14,9000000,2013
Liberia,Robusta,2013/14,300000,2013
Mexico,Arabica/Robusta,2013/14,139260000,2013
Nepal,Arabica,2013/14,0,2013
Nicaragua,Arabica,2013/14,12573660,2013
Nigeria,Robusta,2013/14,2400000,2013
Panama,Arabica,2013/14,4020000,2013
Sierra Leone,Robusta,2013/14,300000,2013
Sri Lanka,Robusta/Arabica,2013/14,2100000,2013
Thailand,Robusta/Arabica,2013/14,72000000,2013
Togo,Robusta,2013/14,14280,2013
Trinidad & Tobago,Robusta,2013/14,600000,2013
Uganda,Robusta/Arabica,2013/14,13248000,2013
Venezuela,Arabica,2013/14,99000000,2013
Viet Nam,Robusta/Arabica,2013/14,120000000,2013
Yemen,Arabica,2013/14,7800000,2013
Angola,Robusta/Arabica,2014/15,1800000,2014
